,Unnamed: 0,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords,part_manually,part_llama3
33991,33991,user_345,the top is square,3N1FSUEFL7TLN79P0ZMPH9Y2J824D0,288.0,2f216bc398d3da98cddf96969ede3013,lamp,ShapeNet,d52bcf6a2c75ced5fcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/d52bcf6a2c75ced5fcb8d8c6d4df8143,lamp/ShapeNet/2f216bc398d3da98cddf96969ede3013,False,lamp,lamp,0,"['the', 'top', 'is', 'square']",4,the top is square,train,train,train,train,"[1, 10, 99, 7, 50, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
33992,33992,user_2122,has a larger base,34X6J5FLPVR5FYWF8SFDNAUKKKWQJX,189.0,715be273074283557062f2d72cde5c95,lamp,ShapeNet,3fca250636e2b47a8d0fc77aab7a8d33,lamp,ShapeNet,False,lamp/ShapeNet/3fca250636e2b47a8d0fc77aab7a8d33,lamp/ShapeNet/715be273074283557062f2d72cde5c95,True,lamp,lamp,0,"['has', 'a', 'large', '-er', 'base']",5,has a large -er base,train,train,train,train,"[1, 24, 26, 94, 9, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
33994,33994,user_1106,The base is a cross shape,3AUQQEL7U7MQI0RA8JZHBSEW239V0T,107.0,17b083510f14982b7eaeab1f0c9120b7,lamp,ShapeNet,853c5ea3c279b9e9f7887b5467c02fc8,lamp,ShapeNet,False,lamp/ShapeNet/853c5ea3c279b9e9f7887b5467c02fc8,lamp/ShapeNet/17b083510f14982b7eaeab1f0c9120b7,True,lamp,lamp,0,"['the', 'base', 'is', 'a', 'cross', 'shape']",6,the base is a cross shape,train,train,train,train,"[1, 10, 103, 7, 26, 28, 93, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
33995,33995,user_1696,the base is X shaped,3EJJQNKU9TY90TGPX71SGNOA3ETHRJ,929.0,17b083510f14982b7eaeab1f0c9120b7,lamp,ShapeNet,853c5ea3c279b9e9f7887b5467c02fc8,lamp,ShapeNet,False,lamp/ShapeNet/853c5ea3c279b9e9f7887b5467c02fc8,lamp/ShapeNet/17b083510f14982b7eaeab1f0c9120b7,True,lamp,lamp,0,"['the', 'base', 'is', 'x', 'shaped']",5,the base is x shaped,train,train,train,train,"[1, 10, 103, 7, 208, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
33997,33997,user_1154,It has a cone shaped lampshade.,3SUWZRL0M064U0R3FIQOKP01FB7E6M,115.0,6267ef99cbfaea7741cf86c757faf4f9,lamp,ShapeNet,1f58b59a1b6b06df766fc93a239bada0,lamp,ShapeNet,False,lamp/ShapeNet/1f58b59a1b6b06df766fc93a239bada0,lamp/ShapeNet/6267ef99cbfaea7741cf86c757faf4f9,True,lamp,lamp,0,"['it', 'has', 'a', 'cone', 'shaped', 'lampshade']",6,it has a cone shaped lampshade,train,train,train,train,"[1, 23, 24, 26, 143, 14, 3402, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
33998,33998,user_230,The target has a round base.,392CY0QWG3K2VIPBSDN086EFBCV4IL,102.0,4b7ba911d5504501b320860840f0eeef,lamp,ShapeNet,bfdfe22081bd54f7581fd19c35a5c8c,lamp,ShapeNet,False,lamp/ShapeNet/bfdfe22081bd54f7581fd19c35a5c8c,lamp/ShapeNet/4b7ba911d5504501b320860840f0eeef,True,lamp,lamp,0,"['the', 'target', 'has', 'a', 'round', 'base']",6,the target has a round base,train,train,train,train,"[1, 10, 11, 24, 26, 134, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
33999,33999,user_1696,the body is coil like,3Z7ISHFUH2OP991N4K1ZPDXA9BS8ZS,398.0,4b7ba911d5504501b320860840f0eeef,lamp,ShapeNet,bfdfe22081bd54f7581fd19c35a5c8c,lamp,ShapeNet,False,lamp/ShapeNet/bfdfe22081bd54f7581fd19c35a5c8c,lamp/ShapeNet/4b7ba911d5504501b320860840f0eeef,True,lamp,lamp,0,"['the', 'body', 'is', 'coil', 'like']",5,the body is coil like,train,train,train,train,"[1, 10, 45, 7, 275, 35, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34002,34002,user_1696,The shade is more bulb shaped,3HHRAGRYXAYDOA6Q73WW9BLH9E0O9Q,453.0,9f6c2428e0cd344d157d629c9921fc15,lamp,ShapeNet,1d89da4ac1538ada9c949ae6274aa016,lamp,ShapeNet,False,lamp/ShapeNet/1d89da4ac1538ada9c949ae6274aa016,lamp/ShapeNet/9f6c2428e0cd344d157d629c9921fc15,False,lamp,lamp,0,"['the', 'shade', 'is', 'more', 'bulb', 'shaped']",6,the shade is more bulb shaped,train,train,train,train,"[1, 10, 1873, 7, 34, 591, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",unknown,,shade
34006,34006,user_1696,the shade is fabric,3E7TUJ2EGEFMKDF1HUIGYH9I5Z19DK,603.0,2f345ba66e683c2bc5a208307819a3a1,lamp,ShapeNet,3e2d51c40b37c9c086052e834fbd2c4a,lamp,ShapeNet,False,lamp/ShapeNet/3e2d51c40b37c9c086052e834fbd2c4a,lamp/ShapeNet/2f345ba66e683c2bc5a208307819a3a1,True,lamp,lamp,0,"['the', 'shade', 'is', 'fabric']",4,the shade is fabric,train,train,train,train,"[1, 10, 1873, 7, 1805, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34007,34007,user_704,Its shade has folds.,3J2UYBXQQN553AC97BR9Z0YXL9Q60J,81.0,2f345ba66e683c2bc5a208307819a3a1,lamp,ShapeNet,3e2d51c40b37c9c086052e834fbd2c4a,lamp,ShapeNet,False,lamp/ShapeNet/3e2d51c40b37c9c086052e834fbd2c4a,lamp/ShapeNet/2f345ba66e683c2bc5a208307819a3a1,True,lamp,lamp,0,"['its', 'shade', 'has', 'folds']",4,its shade has folds,train,train,train,train,"[1, 5, 1873, 24, 1474, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34008,34008,user_1106,The shade is longer,3F6HPJW4JFTATZUTDG8RGIQP6BC2WD,64.0,c2e2cbcd1cf9a5bcfcb8d8c6d4df8143,lamp,ShapeNet,c5d999b26cc9ba381735ea0e092a805a,lamp,ShapeNet,False,lamp/ShapeNet/c5d999b26cc9ba381735ea0e092a805a,lamp/ShapeNet/c2e2cbcd1cf9a5bcfcb8d8c6d4df8143,False,lamp,lamp,0,"['the', 'shade', 'is', 'long', '-er']",5,the shade is long -er,train,train,train,train,"[1, 10, 1873, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34010,34010,user_1931,The pole is longer.,3KV0LJBBH4EVS7H0O4H58SW6K0TMRY,200.0,23040992da19679aaa7cb30470f3273c,lamp,ShapeNet,d0650b751034f567457ba044c28858b1,lamp,ShapeNet,False,lamp/ShapeNet/d0650b751034f567457ba044c28858b1,lamp/ShapeNet/23040992da19679aaa7cb30470f3273c,True,lamp,lamp,0,"['the', 'pole', 'is', 'long', '-er']",5,the pole is long -er,train,train,train,train,"[1, 10, 1299, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34011,34011,user_345,shade is circular,3RWE2M8QWJ3DAVI16SDQ1BKJG0X0N7,70.0,23040992da19679aaa7cb30470f3273c,lamp,ShapeNet,d0650b751034f567457ba044c28858b1,lamp,ShapeNet,False,lamp/ShapeNet/d0650b751034f567457ba044c28858b1,lamp/ShapeNet/23040992da19679aaa7cb30470f3273c,True,lamp,lamp,0,"['shade', 'is', 'circular']",3,shade is circular,train,train,train,train,"[1, 1873, 7, 102, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34012,34012,user_1154,It has a break at the end of its pole to change the height.,333U7HK6IB8BQPSA369TNBNL15QDJY,176.0,dbfa4bf005acf00d351d9ca36f76b95,lamp,ShapeNet,ffc2479f27a1013afcec439ba0368db0,lamp,ShapeNet,False,lamp/ShapeNet/ffc2479f27a1013afcec439ba0368db0,lamp/ShapeNet/dbfa4bf005acf00d351d9ca36f76b95,True,lamp,lamp,0,"['it', 'has', 'a', 'break', 'at', 'the', 'end', 'of', 'its', 'pole', 'to', 'change', 'the', 'height']",14,it has a break at the end of its pole to change the height,val,train,val,train,"[1, 23, 24, 26, 2375, 98, 10, 74, 38, 5, 1299, 58, 3176, 10, 117, 2, 0, 0]",tube,,
34013,34013,user_2122,Has a flipper like base,3WLEIWSYHQASW9Z4IHMRFFG2RLM2HW,72.0,dbfa4bf005acf00d351d9ca36f76b95,lamp,ShapeNet,ffc2479f27a1013afcec439ba0368db0,lamp,ShapeNet,False,lamp/ShapeNet/ffc2479f27a1013afcec439ba0368db0,lamp/ShapeNet/dbfa4bf005acf00d351d9ca36f76b95,True,lamp,lamp,0,"['has', 'a', 'flipper', 'like', 'base']",5,has a flipper like base,val,train,val,train,"[1, 24, 26, 3, 35, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
34015,34015,user_728,The target's shade is shorter.,3L2IS5HSFCBTQHUH4ZRAQI8QWP0UN3,102.0,369555d5aca3e7e65a31d91ec836a511,lamp,ShapeNet,f15294a164747178851f4ba6aaedaaa8,lamp,ShapeNet,False,lamp/ShapeNet/f15294a164747178851f4ba6aaedaaa8,lamp/ShapeNet/369555d5aca3e7e65a31d91ec836a511,True,lamp,lamp,0,"['the', 'target', ""'s"", 'shade', 'is', 'short', '-er']",7,the target 's shade is short -er,train,train,train,train,"[1, 10, 11, 12, 1873, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34018,34018,user_704,Its body is thinner.,33UKMF931BDCLHKC1QNCULSG2SYTTT,530.0,7a2362fbddbee9a4d197f67767b32741,lamp,ShapeNet,a2c9d00ed67862af2c528d33bca1ac2,lamp,ShapeNet,False,lamp/ShapeNet/a2c9d00ed67862af2c528d33bca1ac2,lamp/ShapeNet/7a2362fbddbee9a4d197f67767b32741,True,lamp,lamp,0,"['its', 'body', 'is', 'thin', '-er']",5,its body is thin -er,train,train,train,train,"[1, 5, 45, 7, 60, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34019,34019,user_947,Its shade has a more oval shape.,3BWI6RSP7I2NY058YSVGQ30XAM1E7V,42.0,f021d7374cb40f0da2ee802ea6ed091,lamp,ShapeNet,eefbd20231e62d535c10b08ea69398c3,lamp,ShapeNet,False,lamp/ShapeNet/eefbd20231e62d535c10b08ea69398c3,lamp/ShapeNet/f021d7374cb40f0da2ee802ea6ed091,False,lamp,lamp,0,"['its', 'shade', 'has', 'a', 'more', 'oval', 'shape']",7,its shade has a more oval shape,train,train,train,train,"[1, 5, 1873, 24, 26, 34, 130, 93, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34020,34020,user_1696,the body is rectangular and plain,3KV0LJBBH4EVS7H0O4H58SW6K0SMRX,359.0,f021d7374cb40f0da2ee802ea6ed091,lamp,ShapeNet,eefbd20231e62d535c10b08ea69398c3,lamp,ShapeNet,False,lamp/ShapeNet/eefbd20231e62d535c10b08ea69398c3,lamp/ShapeNet/f021d7374cb40f0da2ee802ea6ed091,False,lamp,lamp,0,"['the', 'body', 'is', 'rectangular', 'and', 'plain']",6,the body is rectangular and plain,train,train,train,train,"[1, 10, 45, 7, 128, 47, 559, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34021,34021,user_1696,the base is cylinder shaped,34Z02EIMIU6B58NL3OZ2AAQB5I50TU,797.0,708aa847cb730f07fcb8d8c6d4df8143,lamp,ShapeNet,6c5d68e495c1f0a4d42b9650f19dd425,lamp,ShapeNet,False,lamp/ShapeNet/6c5d68e495c1f0a4d42b9650f19dd425,lamp/ShapeNet/708aa847cb730f07fcb8d8c6d4df8143,False,lamp,lamp,0,"['the', 'base', 'is', 'cylinder', 'shaped']",5,the base is cylinder shaped,train,train,train,train,"[1, 10, 103, 7, 66, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
34022,34022,user_952,It has a thin pole.,3634BBTX0QNCTYM0CUJJZAB603KIF5,97.0,708aa847cb730f07fcb8d8c6d4df8143,lamp,ShapeNet,6c5d68e495c1f0a4d42b9650f19dd425,lamp,ShapeNet,False,lamp/ShapeNet/6c5d68e495c1f0a4d42b9650f19dd425,lamp/ShapeNet/708aa847cb730f07fcb8d8c6d4df8143,False,lamp,lamp,0,"['it', 'has', 'a', 'thin', 'pole']",5,it has a thin pole,train,train,train,train,"[1, 23, 24, 26, 60, 1299, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34023,34023,user_845,target has a shade,35K3O9HUAD60DTKEGBTSEVDE8ALEF0,251.0,7fc85bf0b0989f864f3443b22038d340,lamp,ShapeNet,dccb4da9805924c23466f97f37dccbde,lamp,ShapeNet,False,lamp/ShapeNet/dccb4da9805924c23466f97f37dccbde,lamp/ShapeNet/7fc85bf0b0989f864f3443b22038d340,True,lamp,lamp,0,"['target', 'has', 'a', 'shade']",4,target has a shade,train,train,train,train,"[1, 11, 24, 26, 1873, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34024,34024,user_1696,the shade contains side square pieces,3WS1NTTKE051M35K84UDT6BAE9H0F6,344.0,7fc85bf0b0989f864f3443b22038d340,lamp,ShapeNet,dccb4da9805924c23466f97f37dccbde,lamp,ShapeNet,False,lamp/ShapeNet/dccb4da9805924c23466f97f37dccbde,lamp/ShapeNet/7fc85bf0b0989f864f3443b22038d340,True,lamp,lamp,0,"['the', 'shade', 'contains', 'side', 'square', 'pieces']",6,the shade contains side square pieces,train,train,train,train,"[1, 10, 1873, 196, 22, 50, 447, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34028,34028,user_1154,The lampshade is rectangular.,3WSELTNVR5V76LL3VQWVZG2OE4KATY,89.0,941271c5d9b192eaccd8f9b9403fd602,lamp,ShapeNet,1a87883fd4f52527e21c35aa7a22a003,lamp,ShapeNet,False,lamp/ShapeNet/1a87883fd4f52527e21c35aa7a22a003,lamp/ShapeNet/941271c5d9b192eaccd8f9b9403fd602,False,lamp,lamp,0,"['the', 'lampshade', 'is', 'rectangular']",4,the lampshade is rectangular,train,train,train,train,"[1, 10, 3402, 7, 128, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34029,34029,user_1931,The arm of the target is flat.,35DR22AR5FDE3HV2RLII1B9OLQXX3P,201.0,fa3b05deceeddc26fcb8d8c6d4df8143,lamp,ShapeNet,e138b41985e7382cfcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/e138b41985e7382cfcb8d8c6d4df8143,lamp/ShapeNet/fa3b05deceeddc26fcb8d8c6d4df8143,True,lamp,lamp,0,"['the', 'arm', 'of', 'the', 'target', 'is', 'flat']",7,the arm of the target is flat,train,train,train,train,"[1, 10, 517, 38, 10, 11, 7, 129, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34030,34030,user_947,"The base of the shade has four, flat supports that look like a claw.",3FDJT1UU761BXWJZ6LRMQEZ63D0K54,89.0,fa3b05deceeddc26fcb8d8c6d4df8143,lamp,ShapeNet,e138b41985e7382cfcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/e138b41985e7382cfcb8d8c6d4df8143,lamp/ShapeNet/fa3b05deceeddc26fcb8d8c6d4df8143,True,lamp,lamp,0,"['the', 'base', 'of', 'the', 'shade', 'has', 'four', 'flat', 'supports', 'that', 'look', 'like', 'a', 'claw']",14,the base of the shade has four flat supports that look like a claw,train,train,train,train,"[1, 10, 103, 38, 10, 1873, 24, 322, 129, 1045, 172, 186, 35, 26, 1388, 2, 0, 0]",unknown,,shade
34031,34031,user_230,The target is a pendent light.,3137ONMDKIY6RTG9RVZAWGDQ9OXGEB,161.0,1833ca8ab16a7b7a43448fccd73e2957,lamp,ShapeNet,94af43cc530f8c4649244b68aadec703,lamp,ShapeNet,False,lamp/ShapeNet/94af43cc530f8c4649244b68aadec703,lamp/ShapeNet/1833ca8ab16a7b7a43448fccd73e2957,True,lamp,lamp,0,"['the', 'target', 'is', 'a', 'pendent', 'light']",6,the target is a pendent light,train,train,train,train,"[1, 10, 11, 7, 26, 4315, 693, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bulb,,
34032,34032,user_1696,the shade is longer,3WYGZ5XF3Y8C3YHAIH4UJP9YHWKKSG,430.0,1833ca8ab16a7b7a43448fccd73e2957,lamp,ShapeNet,94af43cc530f8c4649244b68aadec703,lamp,ShapeNet,False,lamp/ShapeNet/94af43cc530f8c4649244b68aadec703,lamp/ShapeNet/1833ca8ab16a7b7a43448fccd73e2957,True,lamp,lamp,0,"['the', 'shade', 'is', 'long', '-er']",5,the shade is long -er,train,train,train,train,"[1, 10, 1873, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34034,34034,user_1931,The target is no poles as its body.,3PM8NZGV8096AI14PWUEEJ2ZVIBXQS,200.0,6512e3a8e6566fd0cf004563556ddb36,lamp,ShapeNet,f34d9842b68f0b59fcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/f34d9842b68f0b59fcb8d8c6d4df8143,lamp/ShapeNet/6512e3a8e6566fd0cf004563556ddb36,False,lamp,lamp,0,"['the', 'target', 'is', 'no', 'poles', 'as', 'its', 'body']",8,the target is no poles as its body,train,train,train,train,"[1, 10, 11, 7, 123, 1008, 52, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34035,34035,user_1696,the body is thicker,39ZSFO5CAAPX7R3WP1ZIXBR9N46UJ8,842.0,edd398530cff676282bfcd34215ccfc7,lamp,ShapeNet,13a20b16bb59fdc712e1ea5343ce0273,lamp,ShapeNet,False,lamp/ShapeNet/13a20b16bb59fdc712e1ea5343ce0273,lamp/ShapeNet/edd398530cff676282bfcd34215ccfc7,False,lamp,lamp,0,"['the', 'body', 'is', 'thick', '-er']",5,the body is thick -er,train,train,train,train,"[1, 10, 45, 7, 54, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34039,34039,user_1696,the arm is thinner,3KAKFY4PGWVHDM67SZIHY1M9XDCI3T,1325.0,869836fe379f585a732b621b679fbd70,lamp,ShapeNet,80931bba35ec76db7088591b1a3e2750,lamp,ShapeNet,False,lamp/ShapeNet/80931bba35ec76db7088591b1a3e2750,lamp/ShapeNet/869836fe379f585a732b621b679fbd70,False,lamp,lamp,0,"['the', 'arm', 'is', 'thin', '-er']",5,the arm is thin -er,train,train,train,train,"[1, 10, 517, 7, 60, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34040,34040,user_947,It looks like a streetlight.,3OUYGIZWR9RDDGUEM7QI50PEGFW0P1,61.0,869836fe379f585a732b621b679fbd70,lamp,ShapeNet,80931bba35ec76db7088591b1a3e2750,lamp,ShapeNet,False,lamp/ShapeNet/80931bba35ec76db7088591b1a3e2750,lamp/ShapeNet/869836fe379f585a732b621b679fbd70,False,lamp,lamp,0,"['it', 'looks', 'like', 'a', 'streetlight']",5,it looks like a streetlight,train,train,train,train,"[1, 23, 33, 35, 26, 4433, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bulb,,
34041,34041,user_230,The target shade has an octagon shape,3R9WASFE219YOOBACY75Z5EWWF8FZJ,81.0,1f80e265e6a038ad9c5c74ff620f967b,lamp,ShapeNet,3c3e36d1faa6c53c1f886eb96ca2682f,lamp,ShapeNet,False,lamp/ShapeNet/3c3e36d1faa6c53c1f886eb96ca2682f,lamp/ShapeNet/1f80e265e6a038ad9c5c74ff620f967b,False,lamp,lamp,0,"['the', 'target', 'shade', 'has', 'an', 'octagon', 'shape']",7,the target shade has an octagon shape,train,train,train,train,"[1, 10, 11, 1873, 24, 72, 508, 93, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34042,34042,user_1696,the shade is wider,3ZAK8W07I67Q5L2A3TPCF6CDOV10U8,591.0,1f80e265e6a038ad9c5c74ff620f967b,lamp,ShapeNet,3c3e36d1faa6c53c1f886eb96ca2682f,lamp,ShapeNet,False,lamp/ShapeNet/3c3e36d1faa6c53c1f886eb96ca2682f,lamp/ShapeNet/1f80e265e6a038ad9c5c74ff620f967b,False,lamp,lamp,0,"['the', 'shade', 'is', 'wide', '-er']",5,the shade is wide -er,train,train,train,train,"[1, 10, 1873, 7, 83, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34045,34045,user_345,poles curve inward,30LSNF239WOSS4AOOZ4CFRHHRZV2IL,135.0,a7f25e662466f59dfcb8d8c6d4df8143,lamp,ShapeNet,6fbc93ef5b90b06ffcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/6fbc93ef5b90b06ffcb8d8c6d4df8143,lamp/ShapeNet/a7f25e662466f59dfcb8d8c6d4df8143,True,lamp,lamp,0,"['poles', 'curve', 'inward']",3,poles curve inward,train,train,train,train,"[1, 1008, 43, 1476, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34046,34046,user_1106,It has longer attachments to the pole,3B837J3LDQPYQ2U581DRK1VCCP9RSD,104.0,a7f25e662466f59dfcb8d8c6d4df8143,lamp,ShapeNet,6fbc93ef5b90b06ffcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/6fbc93ef5b90b06ffcb8d8c6d4df8143,lamp/ShapeNet/a7f25e662466f59dfcb8d8c6d4df8143,True,lamp,lamp,0,"['it', 'has', 'long', '-er', 'attachments', 'to', 'the', 'pole']",8,it has long -er attachments to the pole,train,train,train,train,"[1, 23, 24, 32, 9, 1978, 58, 10, 1299, 2, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34047,34047,user_728,The base is flatter.,35DR22AR5FDE3HV2RLII1B9OLQQX3I,168.0,918b197d2a157d70fcb8d8c6d4df8143,lamp,ShapeNet,d0018775e9f2d109fcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/d0018775e9f2d109fcb8d8c6d4df8143,lamp/ShapeNet/918b197d2a157d70fcb8d8c6d4df8143,True,lamp,lamp,0,"['the', 'base', 'is', 'flat', '-er']",5,the base is flat -er,train,train,train,train,"[1, 10, 103, 7, 129, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
34048,34048,user_345,base is smaller,35H6S234SCT4YHYA4HXLGVUO2IJ56N,35.0,918b197d2a157d70fcb8d8c6d4df8143,lamp,ShapeNet,d0018775e9f2d109fcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/d0018775e9f2d109fcb8d8c6d4df8143,lamp/ShapeNet/918b197d2a157d70fcb8d8c6d4df8143,True,lamp,lamp,0,"['base', 'is', 'small', '-er']",4,base is small -er,train,train,train,train,"[1, 103, 7, 111, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
34050,34050,user_474,The lamp has a single light feature,3Y4W8Q93L1DKHKS4KVNCQZYFWRRVDT,73.0,427806f30c61059c22e05b5d2ce39e3b,lamp,ShapeNet,a1bdde7b604dd3a89b1c4543cc5963cc,lamp,ShapeNet,False,lamp/ShapeNet/a1bdde7b604dd3a89b1c4543cc5963cc,lamp/ShapeNet/427806f30c61059c22e05b5d2ce39e3b,True,lamp,lamp,0,"['the', 'lamp', 'has', 'a', 'single', 'light', 'feature']",7,the lamp has a single light feature,train,train,train,train,"[1, 10, 295, 24, 26, 86, 693, 1362, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bulb,,
34052,34052,user_1283,the shade is bigger,3P1L2B7AD3I8PC7ZW0ZMEKCC98NLOQ,804.0,16327d928854b34ef11c3739edd52fa3,lamp,ShapeNet,206ef4c97f50caa4a570c6c691c987a8,lamp,ShapeNet,False,lamp/ShapeNet/206ef4c97f50caa4a570c6c691c987a8,lamp/ShapeNet/16327d928854b34ef11c3739edd52fa3,False,lamp,lamp,0,"['the', 'shade', 'is', 'big', '-er']",5,the shade is big -er,train,train,train,train,"[1, 10, 1873, 7, 320, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34053,34053,user_1696,the body is thicker,33L7PJKHCIRTNXSOYSCH3PWTOGIT8B,917.0,9f09619002ab4d76f42a90fe4baf4591,lamp,ShapeNet,a5a31ea56d8fbe0a72ad95ccf7316565,lamp,ShapeNet,False,lamp/ShapeNet/a5a31ea56d8fbe0a72ad95ccf7316565,lamp/ShapeNet/9f09619002ab4d76f42a90fe4baf4591,False,lamp,lamp,0,"['the', 'body', 'is', 'thick', '-er']",5,the body is thick -er,train,train,train,train,"[1, 10, 45, 7, 54, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tube,,
34059,34059,user_1862,The target has a pyramid at the top.,374TNBHA8DOVANREUSGGXX98XN7YQZ,111.0,f46d1e234c05fa4e62635f8519c19a80,lamp,ShapeNet,35e76406291b06dd66c1e3622e549d2f,lamp,ShapeNet,False,lamp/ShapeNet/35e76406291b06dd66c1e3622e549d2f,lamp/ShapeNet/f46d1e234c05fa4e62635f8519c19a80,True,lamp,lamp,0,"['the', 'target', 'has', 'a', 'pyramid', 'at', 'the', 'top']",8,the target has a pyramid at the top,train,train,train,train,"[1, 10, 11, 24, 26, 711, 98, 10, 99, 2, 0, 0, 0, 0, 0, 0, 0, 0]",shade,,
34060,34060,user_1692,it has a thinner connection to the shade,3OVHNO1VE8U1Q4XELSCFB5BBK2QZDQ,749.0,f46d1e234c05fa4e62635f8519c19a80,lamp,ShapeNet,35e76406291b06dd66c1e3622e549d2f,lamp,ShapeNet,False,lamp/ShapeNet/35e76406291b06dd66c1e3622e549d2f,lamp/ShapeNet/f46d1e234c05fa4e62635f8519c19a80,True,lamp,lamp,0,"['it', 'has', 'a', 'thin', '-er', 'connection', 'to', 'the', 'shade']",9,it has a thin -er connection to the shade,train,train,train,train,"[1, 23, 24, 26, 60, 9, 3262, 58, 10, 1873, 2, 0, 0, 0, 0, 0, 0, 0]",shade,,
34061,34061,user_747,The target does not have a circular base.,3MMN5BL1W1X395WYDEG9QUTQEM8M3P,680.0,a957a1304a1fe3f2f78c91c136e5b5f8,lamp,ShapeNet,44cb50f7614a4574d09ae058ff1abff8,lamp,ShapeNet,False,lamp/ShapeNet/44cb50f7614a4574d09ae058ff1abff8,lamp/ShapeNet/a957a1304a1fe3f2f78c91c136e5b5f8,False,lamp,lamp,0,"['the', 'target', 'does', 'not', 'have', 'a', 'circular', 'base']",8,the target does not have a circular base,train,train,train,train,"[1, 10, 11, 39, 40, 84, 26, 102, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0]",base,,
